86,12,13,14,60,80,14,light blue
48,8,8,9,25,37,9,dark blue
39,11,11,12,16,26,12,purple
38,31,30,30,16,26,30,pink
14,32,33,33,12,15,33,red
15,37,38,37,20,21,38,orange
23,33,33,35,55,52,33, yellow
22,12,11,14,46,43,13,green
